Number,Type,Location,City,State,Zip,Phone,latitude,longitude,
283,b,2237 East Indian School Road,Phoenix,AZ,85016,(602) 955-5011,33.4947,-112.034,0
284,b,55 Godwin Avenue,Midland Park,NJ,7432,(201) 652-9841,40.9843,-74.1373,0
285,b,3917 Rivers Avenue,North Charleston,SC,29405,(843) 747-1044,32.8629,-79.9873,0
286,b,823 East Michigan Avenue,Ypsilanti,MI,48198,(734) 484-1140,42.2427,-83.5958,0
287,b,5447 South Lindbergh Boulevard,St. Louis,MO,63123,(314) 843-5647,38.5247,-90.3597,0
288,b,7923 White Bluff Road,Savannah,GA,31405,(912) 927-2244,32.0051,-81.12,0
289,b,860 Elmhurst Road,Des Plaines,IL,60016,(847) 952-8736,42.0357,-87.9409,0
290,b,2207 North Alexander Drive,Baytown,TX,77520,(281) 422-3042,29.7449,-94.9501,0
291,b,38 Hackensack Avenue,Hackensack,NJ,7601,(201) 487-8454,40.8965,-74.0383,0
292,b,17875 East 8 Mile Road,Eastpointe,MI,48021,(586) 773-5330,42.4507,-82.9377,0
293,b,20905 Ecorse Road,Taylor,MI,48180,(313) 291-3456,42.2561,-83.241,0
294,b,7403 Niagara Falls Blvd.,Niagara Falls,NY,14304,(716) 283-3033,43.0878,-78.9793,0
295,b,2049 East State Street,Hermitage,PA,16148,(724) 981-1901,41.2335,-80.4707,0
296,b,1296 Patton Avenue,Asheville,NC,28806,(828) 253-8473,35.5854,-82.602,0
297,b,4312 Veterans Parkway,Columbus,GA,31904,(706) 323-8132,32.5054,-84.9735,0
298,b,1807 North Church Street,Burlington,NC,27217,(336) 227-9648,36.0955,-79.4078,0
299,b,33540 Michigan Avenue,Wayne,MI,48184,(313) 728-0078,42.2826,-83.3699,0
300,b,4208 Lemmon Avenue,Dallas,TX,75219,(214) 528-4520,32.8161,-96.8101,0
301,b,105 Ohio River Boulevard,Sewickley,PA,15143,(412) 741-5877,40.5426,-80.1919,0
302,b,229 Pennell Road,Aston,PA,19014,(610) 494-9295,39.865,-75.4278,0
303,b,806 Eastern Boulevard,Essex,MD,21221,(301) 574-9713,39.3117,-76.4678,0
304,b,2210 Fairless Drive,Lorain,OH,44055-3533,(440) 277-6060,41.4271,-82.1188,0
305,b,1839 Brunswick Pike,Trenton,NJ,8648,(609) 695-9046,40.2445,-74.7344,0
306,b,162 Kinderkamack Road,Park Ridge,NJ,7656,(201) 391-9730,41.035,-74.0327,0
307,b,"1313 28th Street, S. W.",Wyoming,MI,49509,(616) 531-6353,42.9135,-85.6983,0
308,b,8585 Greenfield Road,Detroit,MI,48228,(313) 581-8433,42.3564,-83.1971,0
309,b,671 East Market Street,Akron,OH,44304,(330) 762-3498,41.0769,-81.4964,0
310,b,2726 West 10th Street,Greeley,CO,80631,(970) 353-1596,40.4228,-104.725,0
311,b,7110 Transit Road,Williamsville,NY,14221,(716) 634-2110,42.9613,-78.6971,0
312,b,4870 Monroe Street,Toledo,OH,43623,(419) 475-8504,41.6957,-83.6356,0
313,b,885 Cummings Highway,Mattapan,MA,2126,(617) 298-8155,42.2739,-71.0944,0
314,b,3441 South Harlem Avenue,Berwyn,IL,60402,(312) 484-5433,41.8293,-87.8026,0
315,b,346 North Seymour Street,Mundelein,IL,60060,(847) 566-7230,42.2577,-88.0028,0
316,b,1400 Galvin Road South,Bellevue,NE,68005,(402) 292-1338,41.1468,-95.9141,0
317,b,3040 Ella Boulevard,Houston,TX,77018,(713) 880-1748,29.8146,-95.4291,0
318,b,302 South Sheridan Boulevard,Denver,CO,80226,(303) 936-8373,39.7111,-105.053,0
319,b,4801 North Crescent Boulevard,Pennsauken,NJ,8110,(856) 662-5040,39.9533,-75.0622,0
320,b,14120 Jefferson Davis Hwy,Woodbridge,VA,22191-2102,(703) 491-4949,38.6462,-77.2642,0
321,b,1441 Secor Road,Toledo,OH,43607,(419) 535-1638,41.6538,-83.622,0
322,b,"1641 Lincoln Highway, East",Lancaster,PA,17602,(717) 397-9751,40.0377,-76.2674,0
323,b,882 Kraft Street,Clarksville,TN,37040,(931) 648-1515,36.541,-87.3652,0
324,b,706 West Perkins Avenue,Sandusky,OH,44870-4745,(419) 626-5715,41.433,-82.7108,0
325,b,233 West Chester Pike,Havertown,PA,19083,(610) 446-9992,39.9694,-75.298,0
326,b,3220 South Perkins Road,Memphis,TN,38118,(901) 366-0960,35.0608,-89.9057,0
327,b,451 East Main Street,Torrington,CT,6790,(860) 482-4018,41.807,-73.1118,0
328,b,16331 Beach Boulevard,Huntington Beach,CA,92647,(714) 847-4994,33.725,-117.989,0
329,b,11790 Madison Avenue,Lakewood,OH,44107-5229,(216) 228-3755,41.477,-81.7701,0
330,b,2411 East 8 Mile Road,Warren,MI,48091,(810) 759-6446,42.4475,-83.0775,0
331,b,2635 Elida Road,Lima,OH,45805,(419) 331-7505,40.7628,-84.1494,0
332,b,1508 Scalp Avenue,Johnstown,PA,15904,(814) 266-7014,40.2692,-78.8571,0
333,b,1040 Oak Ridge Turnpike,Oak Ridge,TN,37830,(865) 483-8991,36.0224,-84.2452,0
334,b,23660 Telegraph Road,Southfield,MI,48034,(313) 799-9855,42.4624,-83.2783,0
335,b,20 Willowbrook Road,Staten Island,NY,10302,(718) 442-9199,40.6247,-74.1442,0
336,b,1515 East High Street,Pottstown,PA,19464,(610) 323-3662,40.2441,-75.6152,0
337,b,7255 North Pecos Street,Denver,CO,80221,(303) 426-1956,39.8282,-105.006,0
338,b,521 University Drive,State College,PA,16801,(814) 238-2281,40.8003,-77.849,0
339,b,2101 West Whittier Boulevard,La Habra,CA,90631,(562) 691-8712,33.94,-117.97,0
340,b,1291 Park Avenue West,Mansfield,OH,44906,(419) 529-2355,40.7593,-82.5619,0
341,b,6452 Glenway Avenue,Cincinnati,OH,45211,(513) 574-4900,39.1506,-84.6276,0
342,b,2424 Memorial Avenue,Lynchburg,VA,24501,(804) 845-5171,37.4036,-79.167,0
343,b,11981 Gratiot,Detroit,MI,48213,(313) 527-2550,42.4124,-82.9928,0
344,b,1212 West Beverly Boulevard,Montebello,CA,90640,(323) 724-3675,34.0184,-118.111,0
345,b,909 West Riverside Boulevard,Rockford,IL,61103,(815) 877-1540,42.3159,-89.0749,0
346,b,118 Central Avenue,Clark,NJ,7066,(732) 574-8703,40.6294,-74.3076,0
347,b,4201 Hempstead Turnpike,Bethpage,NY,11714,(516) 731-3294,40.7258,-73.4814,0
348,b,1300 Deer Park Avenue,North Babylon,NY,11703,(631) 667-4805,40.7409,-73.3216,0
349,b,197 Main Street,Stoneham,MA,2180,(781) 438-5029,42.4887,-71.1004,0
350,b,2897 Reynolda Road,Winston Salem,NC,27106,(336) 724-1456,36.1446,-80.3003,0
351,b,1025 Ferwood-Glendale Road,Spartanburg,SC,29302,(864) 582-8954,34.9265,-81.8782,0
352,b,14801 Baltimore Avenue,Laurel,MD,20707,(301) 498-2233,39.0934,-76.8548,0
353,b,"199 Northside Drive, N. W.",Atlanta,GA,30310,(404) 523-3100,33.7599,-84.4026,0
354,b,888 North Colony Road,Wallingford,CT,6492,(203) 265-2726,41.482,-72.81,0
355,b,560 North Main Street,Doylestown,PA,18901,(215) 345-0818,40.3236,-75.1306,0
356,b,28333 Ford Road,Garden City,MI,48135,(313) 422-1570,42.3258,-83.3206,0
357,b,6114 Montgomery Road,Cincinnati,OH,45213,(937) 351-2790,39.1824,-84.4266,0
358,b,Route 516 & Bushnell Road,Old Bridge,NJ,08857-2370,(732) 679-9797,40.4016,-74.3104,0
359,b,44 State Highway 37 East,Toms River,NJ,8753,(732) 244-9588,39.9756,-74.1578,0
360,b,4676 Bellfort Avenue,Houston,TX,77051,(713) 734-6440,29.6691,-95.3566,0
361,b,185 Somerville Avenue,Somerville,MA,2143,(617) 629-2998,42.3777,-71.0898,0
362,b,992 Route 34,Matawan,NJ,7747,(732) 566-9870,40.4056,-74.2328,0
363,b,6251 Mayfield Road,Mayfield Heights,OH,44124-3210,(440) 461-4545,41.5202,-81.454,0
364,b,16196 Telegraph Road,Detroit,MI,48219,(313) 538-5510,42.4086,-83.2766,0
365,b,4782 Raeford Road,Fayetteville,NC,28304,(910) 425-0602,35.0432,-78.9581,0
366,b,1728 North Memorial Drive,Lancaster,OH,43130,(740) 654-1552,39.7318,-82.6161,0
367,b,4250 Linden Avenue,Dayton,OH,45432,(937) 254-8891,39.7438,-84.1195,0
368,b,184 North Street,Hyannis,MA,2601,(508) 771-5869,41.6522,-70.2894,0
369,b,856 Hebron Road,Heath,OH,43055,(740) 522-2290,40.0289,-82.4414,0
370,b,6902 Dixie Highway,Louisville,KY,40258,(502) 935-7512,38.1499,-85.8374,0
371,b,498 Rantoul Street,Beverly,MA,1915,(978) 921-5260,42.5568,-70.8806,0
372,b,9203 Page Ave.,Overland,MO,63114,(314) 427-6820,38.6871,-90.3606,0
373,b,3960 Sunrise Highway,Seaford,NY,11783,(516) 785-4488,40.6747,-73.4866,0
374,b,663 Loudon Road,Latham,NY,12110,(518) 783-5213,42.7364,-73.762,0
375,b,2565 Maple Avenue North,Zanesville,OH,43701,(740) 452-9092,39.97,-82.01,0
376,b,"1456 - 4th Street, N. W.",New Philadelphia,OH,44663,(330) 364-1810,40.5097,-81.4518,0
377,b,344 King Street,Northampton,MA,1060,(413) 584-6376,42.3352,-72.6364,0
378,b,1390 Vernon Odom Blvd.,Akron,OH,44320,(330) 867-8332,41.0644,-81.5708,0
379,b,2224 Leavitt Road,Lorain,OH,44052-4136,(440) 282-6066,41.4502,-82.2025,0
380,b,335 Montauk Highway,Bay Shore,NY,11706,(631) 665-9269,40.7256,-73.2384,0
381,b,2911 Philadelphia Pike,Claymont,DE,19703,(302) 798-0328,39.7964,-75.4657,0
382,b,2233 Versailles Road,Lexington,KY,40504,(606) 255-0548,38.0471,-84.55,0
383,b,10134 Artesia Boulevard,Bellflower,CA,90706,(562) 925-2816,33.8729,-118.119,0
384,b,156 South Gay Street,Auburn,AL,36830,(334) 887-8284,32.6052,-85.4801,0
385,b,5326 Torrance Boulevard,Torrance,CA,90503,(310) 540-3005,33.8375,-118.371,0
386,b,1010 Merritt Boulevard,Dundalk,MD,21222,(410) 282-3110,39.2856,-76.5067,0
387,b,3406 Nameoki Road,Granite City,IL,62040,(618) 452-5570,38.7249,-90.1229,0
388,b,2040 Cumberland St,Lebanon,PA,17042-4465,(717) 273-9521,40.3387,-76.4474,0
389,b,1800 Brookpark Road,Cleveland,OH,44109-5808,(216) 741-5160,41.4194,-81.6927,0
390,b,1129 Brown Street,Dayton,OH,45409,(937) 222-0151,39.743,-84.1827,0
391,b,1641 Pass Road,Biloxi,MS,39531,(228) 374-2310,30.4025,-88.9352,0
392,b,101 East Tuscarawas Avenue,Barberton,OH,44203,(330) 753-2800,41.013,-81.6022,0
393,b,3863 West Jefferson Avenue,Ecorse,MI,48229,(435) 674-7897,42.2554,-83.1392,0
394,b,1833 Springfield Avenue,Maplewood,NJ,7040,(201) 761-9817,40.7209,-74.2679,0
395,b,2401 Louisville Avenue,Monroe,LA,71201,(318) 322-3723,32.5232,-92.0982,0
396,b,715 North Hobart Road,Hobart,IN,46342,(219) 942-4898,41.5493,-87.2405,0
397,b,40200 Van Dyke Road,Sterling Heights,MI,48313,(810) 979-6180,42.5886,-83.0303,0
398,b,510 South Euclid Street,Anaheim,CA,92802,(714) 956-1451,33.8259,-117.941,0
399,b,20800 Groesbeck Highway,Warren,MI,48089,(586) 773-4660,42.4498,-83.0018,0
400,b,467 Center Street,Manchester,CT,6040,(860) 646-6080,41.7734,-72.54,0
401,b,1952 West Street,Annapolis,MD,21401,(410) 573-1474,38.981,-76.5275,0
402,b,8845 South Painter Street,Whittier,CA,90602,(562) 693-0079,33.9573,-118.039,0
403,b,14502 Hawthorne Boulevard,Lawndale,CA,90260,(310) 676-0293,33.8999,-118.352,0
404,b,6401 Balboa Avenue,San Diego,CA,92111,(619) 279-2734,32.8201,-117.173,0
405,b,13334 W. Washington Boulevard,Los Angeles,CA,90066,(310) 821-3771,33.9927,-118.443,0
406,b,2295 West Stadium Boulevard,Ann Arbor,MI,48103,(734) 761-8943,42.2755,-83.7777,0
407,b,5541 Rosemead Boulevard,Temple City,CA,91780,(818) 287-6565,34.1,-118.074,0
408,b,31456 Woodward Avenue,Royal Oak,MI,48073,(248) 549-0228,42.5216,-83.1894,0
409,b,450 Elliott Road,Chapel Hill,NC,27514,(919) 929-4391,35.9324,-79.0249,0
410,b,4199 Union Road,Cheektowaga,NY,14225,(716) 633-7390,42.9285,-78.7539,0
411,b,1201 South Josey Lane,Carrollton,TX,75006,(972) 418-9315,32.9514,-96.89,0
412,b,349 Tryon Road,Raleigh,NC,27603,(919) 772-5255,35.7312,-78.6503,0
413,b,310 Six Forks Road,Raleigh,NC,27609,(919) 833-5053,35.8207,-78.6274,0
414,b,11404 East Northwest Highway,Dallas,TX,75218,(214) 328-5009,32.8638,-96.6829,0
415,b,3402 Elizabeth Lake Road,Waterford,MI,48328,(248) 682-2494,42.6395,-83.3538,0
416,b,258-10 Hillside Avenue,Floral Park,NY,11004,(718) 347-6880,40.7369,-73.7098,0
417,b,123 West Main Street,Anoka,MN,55303,(763) 427-2830,45.1998,-93.3935,0
418,b,2125 Grand Avenue,Baldwin,NY,11510,(516) 377-3649,40.6581,-73.6084,0
419,b,25538 South Woodward Avenue,Royal Oak,MI,48067,(248) 541-5516,42.4796,-83.149,0
420,b,3310 Division Road,St. Cloud,MN,56301,(320) 253-4140,45.5532,-94.1977,0
421,b,5391 Transit Road,Depew,NY,14043,(716) 684-4440,42.9026,-78.6967,0
422,b,17440 East Warren,Detroit,MI,48224,(313) 882-0095,42.4075,-82.9255,0
423,b,1911 Westchester Dr.,High Point,NC,27261,(336) 882-5144,35.942,-80.0339,0
424,b,2151 North Snelling Ave.,Roseville,MN,55113,(651) 636-7972,45.0056,-93.1666,0
425,b,1104 Sunrise Highway,North Amityville,NY,11701,(631) 842-6122,40.6896,-73.4084,0
426,b,1880 Middle Country Road,Centereach,NY,11720,(631) 738-1462,40.8594,-73.077,0
427,b,G4408 West Pierson Rd.,Flint,MI,48504,(810) 732-4470,43.0607,-83.7269,1
428,b,900 Old Country Road,Riverhead,NY,11901,(631) 727-5553,40.9342,-72.6715,0
429,b,815 Highland Avenue,National City,CA,91950,(619) 477-1653,32.6779,-117.098,0
430,b,1875 John West Road,Dallas,TX,75228,(214) 321-3774,32.8072,-96.6836,0
431,b,254 Portion Road,Lake Ronkonkoma,NY,11779,(631) 588-3588,40.8271,-73.1026,0
432,b,4996 East Hampden Avenue,Denver,CO,80222,(303) 758-7816,39.6529,-104.93,0
433,b,875 Smith Street,Jonesboro,GA,30236,(770) 471-8050,33.5224,-84.3631,0
434,b,181 West Merrick Road,Valley Stream,NY,11580,(516) 561-9411,40.6666,-73.704,0
435,b,24201 Harper,St. Clair Shores,MI,48080,(810) 778-7090,42.4733,-82.9048,0
436,b,5117 Sheridan Drive,Williamsville,NY,14221,(716) 633-2516,42.9785,-78.7438,0
437,b,1727 Merrick Road,Merrick,NY,11566,(516) 623-8088,40.6539,-73.5583,0
438,b,6660 Wayzata Blvd.,Golden Valley,MN,55426,(763) 546-2162,44.972,-93.365,0
439,b,880 West Main,Branford,CT,6405,(203) 488-9109,41.2762,-72.8356,0
440,b,4460 Dodge Street,Omaha,NE,68131,(402) 554-0849,41.2598,-95.9819,0
441,b,11325 West Dodge Road,Omaha,NE,68154,(402) 333-9834,41.2628,-96.09,0
442,b,651 Foote Avenue,Jamestown,NY,14701,(716) 487-1600,42.0825,-79.2298,0
443,b,"Mountain Farms Mall, 353 Russell Street Rt. 9",Hadley,MA,1035,(413) 584-5110,42.3596,-72.5662,0
444,b,439 John Fitch Highway,Fitchburg,MA,1420,(978) 345-2046,42.5824,-71.7748,0
445,b,"1717 Central Avenue, N. E.",Minneapolis,MN,55413,(612) 788-3838,45.0051,-93.2472,0
446,b,1180 Palm Avenue,Imperial Beach,CA,91932,(619) 429-3180,32.5841,-117.109,0
447,b,52 Jericho Tpke.,Jericho,NY,11753,(516) 334-7203,40.7776,-73.5657,0
448,b,9525 Telegraph Road,Taylor,MI,48180,(313) 292-3838,42.2381,-83.2692,0
449,b,822 North Johnson Street,El Cajon,CA,92020,(619) 440-2517,32.7854,-116.971,0
450,b,121 West Suffolk Avenue,Central Islip,NY,11722,(631) 234-1020,40.7879,-73.2161,0
451,b,321 Jericho Turnpike,Syosset,NY,11791,(516) 364-5175,40.8104,-73.5049,0
452,b,1420 Mission Avenue,Oceanside,CA,92054,(760) 433-2580,33.2014,-117.37,0
453,b,11935 Wilcrest,Houston,TX,77031,(281) 495-4640,29.6489,-95.5658,0
454,b,1512 W. Walnut Avenue,Dalton,GA,30720,(706) 278-6924,34.7606,-84.9961,0
455,b,4030 South Walton Walker Blvd.,Dallas,TX,75236,(214) 339-4005,32.6949,-96.894,0
456,b,230 N. Bedford Road,Mount Kisco,NY,10549,(914) 666-8600,41.2151,-73.7198,0
457,b,544 West Pike Street,Lawrenceville,GA,30045,(770) 963-0044,33.9629,-84.007,0
458,b,4708 W. Market Street,Greensboro,NC,27407,(336) 292-7523,36.0698,-79.8689,0
459,b,5698 W. Little York Road,Houston,TX,77091,(281) 448-8069,29.8634,-95.473,0
460,b,10458 St. Charles Rock Road,St. Ann,MO,63074,(314) 423-2303,38.7294,-90.3847,0
461,b,3747 Rosecrans Street,San Diego,CA,92110,(619) 291-5676,32.7521,-117.204,0
462,b,556 Central Park Avenue,Scarsdale,NY,10583,(914) 723-5388,41.003,-73.8134,0
463,b,5345 Transit Road,Williamsville,NY,14221,(716) 688-5595,42.9924,-78.6967,0
464,b,9006 Church Avenue,Brooklyn,NY,11236,(718) 498-5574,40.6533,-73.9189,0
465,b,5901 Schaefer Road,Dearborn,MI,48126,(313) 581-6106,42.3322,-83.1765,0
466,b,95 Pleasant Valley Street,Methuen,MA,1844,(978) 688-0714,42.743,-71.1528,0
467,b,2682 Candler Road,Decatur,GA,30032,(404) 241-1488,33.7108,-84.2716,0
468,b,3500 Boston Road,Bronx,NY,10469-2504,(718) 515-2348,40.8769,-73.8462,0
469,b,524 Farmington Avenue,Hartford,CT,6105,(860) 523-0220,41.7666,-72.7092,0
470,b,2757 South Main Street,High Point,NC,27263,(336) 886-4624,35.9255,-79.9838,0
471,b,29206 Orchard Lake Road,Farmington Hills,MI,48334,(248) 851-7473,42.5117,-83.3591,0
472,b,4275 White Plains Road,Bronx,NY,10466,(212) 994-1778,40.8953,-73.8566,0
473,b,3009 South Union Road,Orchard Park,NY,14127,(716) 675-4525,42.8037,-78.7516,0
474,b,4639 Irvington,Houston,TX,77009,(713) 695-2741,29.8023,-95.3613,0
475,b,2179 White Plains Road,Bronx,NY,10462,(718) 892-4204,40.8559,-73.8678,0
476,b,1131 Wantagh Avenue,Wantagh,NY,11793,(516) 679-9191,40.6955,-73.5071,0
477,b,5006 Wesley Street,Greenville,TX,75401,(903) 450-8180,33.1199,-96.1095,0
478,b,1104 West Main Street,Lewisville,TX,75067,(972) 436-1700,33.0419,-97.021,0
479,b,2341 Maple Street,Burlington,NC,27215,(336) 227-9324,36.0668,-79.429,0
480,b,One Veteran's Memorial Plaza,Hewlett,NY,11557,(516) 295-0770,40.6399,-73.6947,0
481,b,3000 Capital Avenue,Raleigh,NC,27604,(919) 872-2070,35.8202,-78.5926,0
482,b,222 Hammond Drive,Atlanta,GA,30328,(404) 252-3021,33.9192,-84.3807,0
483,b,401 Lincoln Highway,Fairview Heights,IL,62208,(618) 632-5512,38.5928,-89.9789,0
484,b,"7501 - 150th Street, West",Apple Valley,MN,55124,(952) 432-1771,44.732,-93.2181,0
485,b,2557 Richmond Avenue,Staten Island,NY,10314,(718) 494-8618,40.5847,-74.1684,0
486,b,3740 Austell Road Sw,Marietta,GA,30008,(770) 435-4104,33.8622,-84.5973,0
487,b,2515 Millersport Highway.,Getzville,NY,14068,(716) 689-9232,43.0168,-78.7671,0
488,b,3901 Richmond Avenue,Staten Island,NY,10312,(718) 948-9730,40.5431,-74.1638,0
489,b,4212 Richmond Avenue,Houston,TX,77027,(713) 627-7096,29.7327,-95.4464,0
490,b,1680 E. Colfax Avenue,Denver,CO,80218,(303) 322-1773,39.7399,-104.968,0
491,b,2339 South Park Avenue,Buffalo,NY,14220,(716) 828-0231,42.8349,-78.8241,0
492,b,5597 Camp Road,Hamburg,NY,14075,(716) 648-5060,42.7345,-78.8385,0
493,b,1912 South Mission Road,Mount Pleasant,MI,48858,(517) 773-5080,43.6168,-84.7675,1
494,b,40-15 Queens Blvd.,Sunnyside,NY,11104,(718) 786-8189,40.7441,-73.9239,0
495,b,2170 Rawsonville Road,Belleville,MI,48111,(734) 484-0710,42.2149,-83.5441,0
496,b,484 Boston Post Rd E,Marlborough,MA,01752-3624,(508) 480-8508,42.3476,-71.5108,0
497,b,1540 Barnum Avenue,Stratford,CT,6497,(203) 377-9173,41.1955,-73.141,0
498,b,70 Airport Road,Hartford,CT,6114,(860) 296-6240,41.7382,-72.6683,0
499,b,4253 Mission Boulevard,Pacific Beach,CA,92109,(858) 272-9432,32.7931,-117.254,0
500,b,5049 South 108th Street,Omaha,NE,68137,(402) 339-6830,41.2077,-96.0812,0
501,b,241 New York Avenue,Huntington,NY,11743,(631) 549-5909,40.8744,-73.4249,0
502,b,1835 Washington Street,Hanover,MA,2339,(781) 826-8588,42.148,-70.8453,0
503,b,5656 W. Manchester Avenue,Los Angeles,CA,90045,(310) 645-9033,33.9597,-118.38,0
504,b,7102 S. 84th Street,La Vista,NE,68128,(402) 331-2091,41.1892,-96.0431,0
505,b,4313 South 24th Street,Omaha,NE,68107,(402) 731-2024,41.217,-95.9468,0
506,b,645 Commonwealth Avenue,Boston,MA,2215,(617) 266-1478,42.3498,-71.1024,0
507,b,862 Montauk Hwy.,Shirley,NY,11967,(631) 399-2226,40.8015,-72.8651,0
508,b,6960 Broadway,Lemon Grove,CA,91945,(619) 460-8558,32.7427,-117.047,0
509,b,260 Boston Post Road,Port Chester,NY,10573,(914) 934-7877,40.9962,-73.6709,0
510,b,1919 Artesia Blvd.,Redondo Beach,CA,90278,(310) 379-0585,33.873,-118.379,0
511,b,3003 Highpoint Road,Greensboro,NC,27403,(336) 292-7782,36.0487,-79.8354,0
512,b,12427 Poway Road,Poway,CA,92064,(858) 486-2133,32.9516,-117.062,0
513,b,91-18 Astoria Blvd.,East Elmhurst,NY,11369,(718) 672-0855,40.7632,-73.878,0
514,b,1919 Pico Boulevard,Santa Monica,CA,90405,(310) 450-1227,34.0192,-118.47,0
515,b,3520 Sepulveda Blvd.,Los Angeles,CA,90034,(310) 390-2891,34.0188,-118.422,0
516,b,61 Broadway,Malden,MA,2148,(781) 322-9666,42.4256,-71.0418,0
517,b,5654 Buford Highway,Doraville,GA,30340,(770) 451-0908,33.9058,-84.2708,0
518,b,68-15 Northern Blvd.,Jackson Heights,NY,11377,(718) 779-4875,40.7544,-73.8981,0
519,b,144-74 Northern Blvd.,Flushing,NY,11354,(718) 463-3917,40.7646,-73.8225,0
520,b,5575 Peterson Lane,Dallas,TX,75240,(972) 661-0646,32.9307,-96.8115,0
521,b,2306 Fm 1960 West,Houston,TX,77068,(281) 440-6988,30.007,-95.4641,0
522,b,78-03 Queens Blvd.,Elmhurst,NY,11373,(718) 458-4626,40.7386,-73.8855,0
523,b,624 S. Conduit Blvd.,Brooklyn,NY,11208,(718) 348-9517,40.6758,-73.8667,0
524,b,1050 B Street,San Diego,CA,92101,(619) 231-0454,32.7179,-117.155,0
525,b,911 W. Jefferson Boulevard,Los Angeles,CA,90007,(248) 747-1880,34.0247,-118.286,0
526,b,1083 Hertel Avenue,Buffalo,NY,14216,(716) 875-7303,42.9476,-78.868,0
527,b,2500 Central Park Avenue,Yonkers,NY,10710,(914) 779-9867,40.9814,-73.829,0
528,b,225 Jamacha Rd.,El Cajon,CA,92021,(619) 440-3855,32.7936,-116.935,0
529,b,900 W. Hampden,Englewood,CO,80110,(303) 761-3128,39.6531,-104.998,0
530,b,2116 West Holcombe Blvd.,Houston,TX,77030,(713) 522-2480,29.7064,-95.4059,0
531,b,1265 Third Avenue,Chula Vista,CA,91911,(619) 426-6873,32.6081,-117.067,0
532,b,3565 Delaware Avenue,Kenmore,NY,14217,(716) 875-8299,42.9815,-78.8723,0
533,b,440 Pine Ridge Road,Cheektowaga,NY,14225,(716) 893-9616,42.9214,-78.7932,0
534,b,9603 Bissonnet Boulevard,Houston,TX,77036,(713) 777-0366,29.6754,-95.5463,0
535,b,9313 Mira Mesa Blvd.,San Diego,CA,92126,(619) 566-3821,32.917,-117.124,0
536,b,14620 N. E. 24th Street,Bellevue,WA,98008,(425) 746-3210,47.6316,-122.146,0
537,b,3640 Main Street,Amherst,NY,14226,(716) 836-2288,42.9595,-78.8142,0
538,b,150 St. Paul Street,Denver,CO,80206,(303) 333-8016,39.7187,-104.951,0
539,b,175 West Calaveras Boulevard,Milpitas,CA,95035,(408) 263-7131,37.4286,-121.91,0
540,b,2757 Castro Valley Boulevard,Castro Valley,CA,94546,(510) 581-5661,37.6945,-122.085,0
541,b,62 Granite Street,Quincy,MA,2169,(617) 471-1248,42.2479,-71.0044,0
542,b,12999 San Pablo Avenue,Richmond,CA,94806,(510) 237-4665,37.9491,-122.332,0
543,b,11325 S. Saginaw Street,Grand Blanc,MI,48439,(810) 694-0159,42.9298,-83.6324,0
544,b,2550 Welsh Road,Philadelphia,PA,19152,(215) 969-0310,40.0726,-75.0336,0
545,b,"7955 West Flagler Street, Midway Mall",Miami,FL,33144,(305) 264-7251,25.7633,-80.3095,0
546,b,106 Whitehorse Pike,Clementon,NJ,8021,(856) 783-2611,39.8119,-74.9843,0
547,b,4875 North Federal Blvd.,Denver,CO,80221,(303) 455-2637,39.7853,-105.025,0
548,b,5267 Highway 78,Stone Mountain,GA,30087,(770) 498-1079,33.8234,-84.1125,0
549,b,8489 West Grand River Avenue,Brighton,MI,48116,(810) 227-1676,42.5422,-83.7871,0
550,b,13790 Walshingham Road S. W.,Largo,FL,33774,(727) 596-6160,27.8802,-82.8296,0
551,b,"2506 West Martin Luther King Blvd., (Armeria Avenue)",Tampa,FL,33607,(813) 879-0168,27.9815,-82.4761,1
